"Sample.ID","Subject","Site","Month","Collection.Date","Sample.Type","Season","Year","Cohort"
"C0128-V302NS01","Cow 01","Farm 28","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow"
"C0129-V202NS01","Cow 01","Farm 29","Dec","2020-12-06","NASAL SWAB","Winter","Year 2","Cow"
"C0129-V302NS01","Cow 01","Farm 29","Feb","2021-02-21","NASAL SWAB","Winter","Year 2","Cow"
"C0129-V402NS01","Cow 01","Farm 29","May","2021-05-01","NASAL SWAB","Spring","Year 3","Cow"
"C0133-V102NS01","Cow 01","Farm 33","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow"
"C0133-V202NS01","Cow 01","Farm 33","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Cow"
"C0133-V302NS01","Cow 01","Farm 33","May","2021-05-18","NASAL SWAB","Spring","Year 3","Cow"
"C0133-V402NS01","Cow 01","Farm 33","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Cow"
"C0134-V102NS01","Cow 01","Farm 34","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow"
"C0134-V202NS01","Cow 01","Farm 34","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Cow"
"C0136-V102NS01","Cow 01","Farm 36","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Cow"
"C0136-V202NS01","Cow 01","Farm 36","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow"
"C0136-V302NS01","Cow 01","Farm 36","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow"
"C0136-V402NS01","Cow 01","Farm 36","Aug","2021-08-01","NASAL SWAB","Summer","Year 3","Cow"
"C0137-V102NS01","Cow 01","Farm 37","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow"
"C0137-V202NS01","Cow 01","Farm 37","May","2021-05-20","NASAL SWAB","Spring","Year 3","Cow"
"C0141-V102NS01","Cow 01","Farm 41","Mar","2021-03-03","NASAL SWAB","Spring","Year 3","Cow"
"C0141-V202NS01","Cow 01","Farm 41","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow"
"C0142-V102NS01","Cow 01","Farm 42","Feb","2021-02-27","NASAL SWAB","Winter","Year 2","Cow"
"C0143-V102NS01","Cow 01","Farm 43","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Cow"
"C0143-V202NS01","Cow 01","Farm 43","May","2021-05-11","NASAL SWAB","Spring","Year 3","Cow"
"C0143-V302NS01","Cow 01","Farm 43","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow"
"C0143-V402NS01","Cow 01","Farm 43","Oct","2021-10-11","NASAL SWAB","Autumn","Year 3","Cow"
"C0206-V302NS01","Cow 02","Farm 06","Nov","2020-11-17","NASAL SWAB","Autumn","Year 2","Cow"
"C0206-V402NS01","Cow 02","Farm 06","Feb","2021-02-16","NASAL SWAB","Winter","Year 2","Cow"
"C0207-V302NS01","Cow 02","Farm 07","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow"
"C0207-V402NS01","Cow 02","Farm 07","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow"
"C0210-V302NS01","Cow 02","Farm 10","Dec","2020-12-12","NASAL SWAB","Winter","Year 2","Cow"
"C0210-V402NS01","Cow 02","Farm 10","Mar","2021-03-06","NASAL SWAB","Spring","Year 3","Cow"
"C0215-V302NS01","Cow 02","Farm 15","Nov","2020-11-24","NASAL SWAB","Autumn","Year 2","Cow"
"C0215-V402NS01","Cow 02","Farm 15","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Cow"
"C0216-V302NS01","Cow 02","Farm 16","Mar","2021-03-18","NASAL SWAB","Spring","Year 3","Cow"
"C0216-V402NS01","Cow 02","Farm 16","May","2021-05-18","NASAL SWAB","Spring","Year 3","Cow"
"C0217-V302NS01","Cow 02","Farm 17","Dec","2020-12-06","NASAL SWAB","Winter","Year 2","Cow"
"C0217-V402NS01","Cow 02","Farm 17","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow"
"C0219-V202NS01","Cow 02","Farm 19","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow"
"C0219-V302NS01","Cow 02","Farm 19","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Cow"
"C0219-V402NS01","Cow 02","Farm 19","May","2021-05-17","NASAL SWAB","Spring","Year 3","Cow"
"C0221-V202NS01","Cow 02","Farm 21","Nov","2020-11-17","NASAL SWAB","Autumn","Year 2","Cow"
"C0221-V302NS01","Cow 02","Farm 21","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow"
"C0221-V402NS01","Cow 02","Farm 21","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow"
"C0222-V202NS01","Cow 02","Farm 22","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow"
"C0222-V302NS01","Cow 02","Farm 22","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow"
"C0222-V402NS01","Cow 02","Farm 22","May","2021-05-04","NASAL SWAB","Spring","Year 3","Cow"
"C0224-V202NS01","Cow 02","Farm 24","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow"
"C0224-V302NS01","Cow 02","Farm 24","Feb","2021-02-17","NASAL SWAB","Winter","Year 2","Cow"
"C0224-V402NS01","Cow 02","Farm 24","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Cow"
"C0225-V202NS01","Cow 02","Farm 25","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow"
"C0225-V302NS01","Cow 02","Farm 25","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Cow"
"C0225-V402NS01","Cow 02","Farm 25","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow"
"C0226-V202NS01","Cow 02","Farm 26","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow"
"C0226-V302NS01","Cow 02","Farm 26","Feb","2021-02-21","NASAL SWAB","Winter","Year 2","Cow"
"C0226-V402NS01","Cow 02","Farm 26","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow"
"C0227-V202NS01","Cow 02","Farm 27","Dec","2020-12-10","NASAL SWAB","Winter","Year 2","Cow"
"C0227-V302NS01","Cow 02","Farm 27","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow"
"C0227-V402NS01","Cow 02","Farm 27","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow"
"C0228-V202NS01","Cow 02","Farm 28","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow"
"C0229-V202NS01","Cow 02","Farm 29","Dec","2020-12-05","NASAL SWAB","Winter","Year 2","Cow"
"C0229-V302NS01","Cow 02","Farm 29","Feb","2021-02-19","NASAL SWAB","Winter","Year 2","Cow"
"C0229-V402NS01","Cow 02","Farm 29","May","2021-05-02","NASAL SWAB","Spring","Year 3","Cow"
"C0233-V102NS01","Cow 02","Farm 33","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow"
"C0233-V202NS01","Cow 02","Farm 33","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Cow"
"C0233-V302NS01","Cow 02","Farm 33","May","2021-05-18","NASAL SWAB","Spring","Year 3","Cow"
"C0233-V402NS01","Cow 02","Farm 33","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Cow"
"C0234-V302NS01","Cow 02","Farm 34","Apr","2021-04-26","NASAL SWAB","Spring","Year 3","Cow"
"C0234-V402NS01","Cow 02","Farm 34","Jul","2021-07-19","NASAL SWAB","Summer","Year 3","Cow"
"C0236-V102NS01","Cow 02","Farm 36","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Cow"
"C0236-V202NS01","Cow 02","Farm 36","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow"
"C0237-V102NS01","Cow 02","Farm 37","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow"
"C0237-V202NS01","Cow 02","Farm 37","May","2021-05-20","NASAL SWAB","Spring","Year 3","Cow"
"C0237-V302NS01","Cow 02","Farm 37","Aug","2021-08-13","NASAL SWAB","Summer","Year 3","Cow"
"C0241-V102NS01","Cow 02","Farm 41","Mar","2021-03-03","NASAL SWAB","Spring","Year 3","Cow"
"C0241-V202NS01","Cow 02","Farm 41","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow"
"C0241-V302NS01","Cow 02","Farm 41","Aug","2021-08-03","NASAL SWAB","Summer","Year 3","Cow"
"C0241-V402NS01","Cow 02","Farm 41","Nov","2021-11-03","NASAL SWAB","Autumn","Year 3","Cow"
"C0242-V102NS01","Cow 02","Farm 42","Feb","2021-02-27","NASAL SWAB","Winter","Year 2","Cow"
"C0243-V102NS01","Cow 02","Farm 43","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Cow"
"C0243-V202NS01","Cow 02","Farm 43","May","2021-05-11","NASAL SWAB","Spring","Year 3","Cow"
"C0243-V302NS01","Cow 02","Farm 43","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow"
"C0243-V402NS01","Cow 02","Farm 43","Oct","2021-10-11","NASAL SWAB","Autumn","Year 3","Cow"
"C0303-V402NS01","Cow 03","Farm 03","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow"
"C0306-V302NS01","Cow 03","Farm 06","Nov","2020-11-17","NASAL SWAB","Autumn","Year 2","Cow"
"C0306-V402NS01","Cow 03","Farm 06","Feb","2021-02-16","NASAL SWAB","Winter","Year 2","Cow"
"C0307-V302NS01","Cow 03","Farm 07","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow"
"C0307-V402NS01","Cow 03","Farm 07","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow"
"C0310-V302NS01","Cow 03","Farm 10","Dec","2020-12-12","NASAL SWAB","Winter","Year 2","Cow"
"C0310-V402NS01","Cow 03","Farm 10","Mar","2021-03-06","NASAL SWAB","Spring","Year 3","Cow"
"C0311-V302NS01","Cow 03","Farm 11","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow"
"C0311-V402NS01","Cow 03","Farm 11","Mar","2021-03-15","NASAL SWAB","Spring","Year 3","Cow"
"C0312-V302NS01","Cow 03","Farm 12","Dec","2020-12-15","NASAL SWAB","Winter","Year 2","Cow"
"C0312-V402NS01","Cow 03","Farm 12","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Cow"
"C0315-V302NS01","Cow 03","Farm 15","Nov","2020-11-24","NASAL SWAB","Autumn","Year 2","Cow"
"C0315-V402NS01","Cow 03","Farm 15","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Cow"
"C0316-V302NS01","Cow 03","Farm 16","Mar","2021-03-18","NASAL SWAB","Spring","Year 3","Cow"
"C0316-V402NS01","Cow 03","Farm 16","May","2021-05-18","NASAL SWAB","Spring","Year 3","Cow"
"C0317-V302NS01","Cow 03","Farm 17","Dec","2020-12-06","NASAL SWAB","Winter","Year 2","Cow"
"C0317-V402NS01","Cow 03","Farm 17","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow"
"C0319-V202NS01","Cow 03","Farm 19","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow"
"C0319-V302NS01","Cow 03","Farm 19","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Cow"
"C0319-V402NS01","Cow 03","Farm 19","May","2021-05-17","NASAL SWAB","Spring","Year 3","Cow"
"C0322-V202NS01","Cow 03","Farm 22","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow"
"C0322-V302NS01","Cow 03","Farm 22","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow"
"C0323-V202NS01","Cow 03","Farm 23","Nov","2020-11-21","NASAL SWAB","Autumn","Year 2","Cow"
"C0323-V302NS01","Cow 03","Farm 23","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Cow"
"C0323-V402NS01","Cow 03","Farm 23","Apr","2021-04-25","NASAL SWAB","Spring","Year 3","Cow"
"C0324-V202NS01","Cow 03","Farm 24","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow"
"C0324-V302NS01","Cow 03","Farm 24","Feb","2021-02-17","NASAL SWAB","Winter","Year 2","Cow"
"C0324-V402NS01","Cow 03","Farm 24","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Cow"
"C0325-V202NS01","Cow 03","Farm 25","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow"
"C0325-V302NS01","Cow 03","Farm 25","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Cow"
"C0326-V202NS01","Cow 03","Farm 26","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow"
"C0326-V302NS01","Cow 03","Farm 26","Feb","2021-02-21","NASAL SWAB","Winter","Year 2","Cow"
"C0326-V402NS01","Cow 03","Farm 26","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow"
"C0327-V202NS01","Cow 03","Farm 27","Dec","2020-12-10","NASAL SWAB","Winter","Year 2","Cow"
"C0327-V302NS01","Cow 03","Farm 27","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow"
"C0327-V402NS01","Cow 03","Farm 27","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow"
"C0328-V202NS01","Cow 03","Farm 28","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow"
"C0328-V302NS01","Cow 03","Farm 28","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow"
"C0329-V202NS01","Cow 03","Farm 29","Dec","2020-12-05","NASAL SWAB","Winter","Year 2","Cow"
"C0329-V302NS01","Cow 03","Farm 29","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Cow"
"C0329-V402NS01","Cow 03","Farm 29","Apr","2021-04-30","NASAL SWAB","Spring","Year 3","Cow"
"C0333-V102NS01","Cow 03","Farm 33","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow"
"C0333-V202NS01","Cow 03","Farm 33","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Cow"
"C0333-V302NS01","Cow 03","Farm 33","May","2021-05-17","NASAL SWAB","Spring","Year 3","Cow"
"C0333-V402NS01","Cow 03","Farm 33","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Cow"
"C0334-V102NS01","Cow 03","Farm 34","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow"
"C0336-V102NS01","Cow 03","Farm 36","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Cow"
"C0336-V202NS01","Cow 03","Farm 36","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow"
"C0336-V302NS01","Cow 03","Farm 36","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow"
"C0336-V402NS01","Cow 03","Farm 36","Aug","2021-08-01","NASAL SWAB","Summer","Year 3","Cow"
"C0337-V102NS01","Cow 03","Farm 37","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow"
"C0337-V202NS01","Cow 03","Farm 37","May","2021-05-20","NASAL SWAB","Spring","Year 3","Cow"
"C0337-V302NS01","Cow 03","Farm 37","Aug","2021-08-13","NASAL SWAB","Summer","Year 3","Cow"
"C0341-V102NS01","Cow 03","Farm 41","Mar","2021-03-03","NASAL SWAB","Spring","Year 3","Cow"
"C0341-V202NS01","Cow 03","Farm 41","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow"
"C0342-V102NS01","Cow 03","Farm 42","Feb","2021-02-27","NASAL SWAB","Winter","Year 2","Cow"
"C0342-V202NS01","Cow 03","Farm 42","May","2021-05-11","NASAL SWAB","Spring","Year 3","Cow"
"C0342-V302NS01","Cow 03","Farm 42","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Cow"
"C0342-V402NS01","Cow 03","Farm 42","Oct","2021-10-23","NASAL SWAB","Autumn","Year 3","Cow"
"C0343-V102NS01","Cow 03","Farm 43","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Cow"
"C0343-V202NS01","Cow 03","Farm 43","May","2021-05-11","NASAL SWAB","Spring","Year 3","Cow"
"C0343-V302NS01","Cow 03","Farm 43","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow"
"C0343-V402NS01","Cow 03","Farm 43","Oct","2021-10-11","NASAL SWAB","Autumn","Year 3","Cow"
"C0403-V402NS01","Cow 04","Farm 03","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow"
"C0405-V402NS01","Cow 04","Farm 05","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow"
"C0406-V302NS01","Cow 04","Farm 06","Nov","2020-11-17","NASAL SWAB","Autumn","Year 2","Cow"
"C0412-V302NS01","Cow 04","Farm 12","Dec","2020-12-15","NASAL SWAB","Winter","Year 2","Cow"
"C0412-V402NS01","Cow 04","Farm 12","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Cow"
"C0414-V302NS01","Cow 04","Farm 14","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow"
"C0414-V402NS01","Cow 04","Farm 14","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Cow"
"C0415-V302NS01","Cow 04","Farm 15","Nov","2020-11-24","NASAL SWAB","Autumn","Year 2","Cow"
"C0415-V402NS01","Cow 04","Farm 15","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Cow"
"C0416-V302NS01","Cow 04","Farm 16","Mar","2021-03-18","NASAL SWAB","Spring","Year 3","Cow"
"C0416-V402NS01","Cow 04","Farm 16","May","2021-05-18","NASAL SWAB","Spring","Year 3","Cow"
"C0417-V302NS01","Cow 04","Farm 17","Dec","2020-12-06","NASAL SWAB","Winter","Year 2","Cow"
"C0417-V402NS01","Cow 04","Farm 17","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow"
"C0419-V202NS01","Cow 04","Farm 19","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow"
"C0419-V302NS01","Cow 04","Farm 19","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Cow"
"C0419-V402NS01","Cow 04","Farm 19","May","2021-05-17","NASAL SWAB","Spring","Year 3","Cow"
"C0421-V202NS01","Cow 04","Farm 21","Nov","2020-11-17","NASAL SWAB","Autumn","Year 2","Cow"
"C0421-V302NS01","Cow 04","Farm 21","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow"
"C0421-V402NS01","Cow 04","Farm 21","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow"
"C0422-V202NS01","Cow 04","Farm 22","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow"
"C0422-V302NS01","Cow 04","Farm 22","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow"
"C0422-V402NS01","Cow 04","Farm 22","May","2021-05-04","NASAL SWAB","Spring","Year 3","Cow"
"C0424-V202NS01","Cow 04","Farm 24","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow"
"C0424-V302NS01","Cow 04","Farm 24","Feb","2021-02-17","NASAL SWAB","Winter","Year 2","Cow"
"C0424-V402NS01","Cow 04","Farm 24","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Cow"
"C0425-V202NS01","Cow 04","Farm 25","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow"
"C0426-V202NS01","Cow 04","Farm 26","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow"
"C0427-V202NS01","Cow 04","Farm 27","Dec","2020-12-10","NASAL SWAB","Winter","Year 2","Cow"
"C0427-V302NS01","Cow 04","Farm 27","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow"
"C0427-V402NS01","Cow 04","Farm 27","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow"
"C0428-V202NS01","Cow 04","Farm 28","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow"
"C0428-V302NS01","Cow 04","Farm 28","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow"
"C0429-V202NS01","Cow 04","Farm 29","Dec","2020-12-05","NASAL SWAB","Winter","Year 2","Cow"
"C0429-V302NS01","Cow 04","Farm 29","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Cow"
"C0429-V402NS01","Cow 04","Farm 29","Apr","2021-04-30","NASAL SWAB","Spring","Year 3","Cow"
"C0433-V102NS01","Cow 04","Farm 33","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow"
"C0433-V202NS01","Cow 04","Farm 33","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Cow"
"C0433-V302NS01","Cow 04","Farm 33","May","2021-05-17","NASAL SWAB","Spring","Year 3","Cow"
"C0433-V402NS01","Cow 04","Farm 33","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Cow"
"C0434-V302NS01","Cow 04","Farm 34","Apr","2021-04-26","NASAL SWAB","Spring","Year 3","Cow"
"C0436-V102NS01","Cow 04","Farm 36","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Cow"
"C0436-V202NS01","Cow 04","Farm 36","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow"
"C0436-V302NS01","Cow 04","Farm 36","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow"
"C0436-V402NS01","Cow 04","Farm 36","Aug","2021-08-01","NASAL SWAB","Summer","Year 3","Cow"
"C0437-V102NS01","Cow 04","Farm 37","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow"
"C0437-V202NS01","Cow 04","Farm 37","May","2021-05-20","NASAL SWAB","Spring","Year 3","Cow"
"C0437-V302NS01","Cow 04","Farm 37","Aug","2021-08-13","NASAL SWAB","Summer","Year 3","Cow"
"C0441-V102NS01","Cow 04","Farm 41","Mar","2021-03-03","NASAL SWAB","Spring","Year 3","Cow"
"C0443-V102NS01","Cow 04","Farm 43","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Cow"
"C0505-V402NS01","Cow 05","Farm 05","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow"
"C0506-V402NS01","Cow 05","Farm 06","Feb","2021-02-16","NASAL SWAB","Winter","Year 2","Cow"
"C0510-V302NS01","Cow 05","Farm 10","Dec","2020-12-12","NASAL SWAB","Winter","Year 2","Cow"
"C0510-V402NS01","Cow 05","Farm 10","Mar","2021-03-06","NASAL SWAB","Spring","Year 3","Cow"
"C0511-V302NS01","Cow 05","Farm 11","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow"
"C0511-V402NS01","Cow 05","Farm 11","Mar","2021-03-15","NASAL SWAB","Spring","Year 3","Cow"
"C0512-V302NS01","Cow 05","Farm 12","Dec","2020-12-15","NASAL SWAB","Winter","Year 2","Cow"
"C0512-V402NS01","Cow 05","Farm 12","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Cow"
"C0514-V302NS01","Cow 05","Farm 14","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow"
"C0514-V402NS01","Cow 05","Farm 14","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Cow"
"C0520-V202NS01","Cow 05","Farm 20","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow"
"C0520-V302NS01","Cow 05","Farm 20","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow"
"C0521-V202NS01","Cow 05","Farm 21","Nov","2020-11-17","NASAL SWAB","Autumn","Year 2","Cow"
"C0521-V302NS01","Cow 05","Farm 21","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow"
"C0521-V402NS01","Cow 05","Farm 21","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow"
"C0522-V402NS01","Cow 05","Farm 22","May","2021-05-04","NASAL SWAB","Spring","Year 3","Cow"
"C0523-V202NS01","Cow 05","Farm 23","Nov","2020-11-21","NASAL SWAB","Autumn","Year 2","Cow"
"C0523-V302NS01","Cow 05","Farm 23","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Cow"
"C0523-V402NS01","Cow 05","Farm 23","Apr","2021-04-25","NASAL SWAB","Spring","Year 3","Cow"
"C0525-V202NS01","Cow 05","Farm 25","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow"
"C0525-V302NS01","Cow 05","Farm 25","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Cow"
"C0525-V402NS01","Cow 05","Farm 25","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow"
"C0526-V302NS01","Cow 05","Farm 26","Feb","2021-02-21","NASAL SWAB","Winter","Year 2","Cow"
"C0526-V402NS01","Cow 05","Farm 26","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow"
"C0527-V302NS01","Cow 05","Farm 27","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow"
"C0527-V402NS01","Cow 05","Farm 27","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow"
"C0534-V102NS01","Cow 05","Farm 34","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow"
"C0534-V202NS01","Cow 05","Farm 34","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Cow"
"C0535-V102NS01","Cow 05","Farm 35","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow"
"C0535-V202NS01","Cow 05","Farm 35","May","2021-05-11","NASAL SWAB","Spring","Year 3","Cow"
"C0535-V302NS01","Cow 05","Farm 35","Aug","2021-08-03","NASAL SWAB","Summer","Year 3","Cow"
"C0535-V402NS01","Cow 05","Farm 35","Oct","2021-10-26","NASAL SWAB","Autumn","Year 3","Cow"
"C0537-V302NS01","Cow 05","Farm 37","Aug","2021-08-13","NASAL SWAB","Summer","Year 3","Cow"
"C0541-V202NS01","Cow 05","Farm 41","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow"
"C0541-V302NS01","Cow 05","Farm 41","Aug","2021-08-03","NASAL SWAB","Summer","Year 3","Cow"
"C0541-V402NS01","Cow 05","Farm 41","Nov","2021-11-03","NASAL SWAB","Autumn","Year 3","Cow"
"C0542-V202NS01","Cow 05","Farm 42","May","2021-05-11","NASAL SWAB","Spring","Year 3","Cow"
"C0542-V302NS01","Cow 05","Farm 42","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Cow"
"C0543-V202NS01","Cow 05","Farm 43","May","2021-05-11","NASAL SWAB","Spring","Year 3","Cow"
"C0543-V302NS01","Cow 05","Farm 43","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow"
"C0543-V402NS01","Cow 05","Farm 43","Oct","2021-10-11","NASAL SWAB","Autumn","Year 3","Cow"
"C0607-V302NS01","Cow 06","Farm 07","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow"
"C0607-V402NS01","Cow 06","Farm 07","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow"
"C0611-V302NS01","Cow 06","Farm 11","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow"
"C0614-V302NS01","Cow 06","Farm 14","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow"
"C0614-V402NS01","Cow 06","Farm 14","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Cow"
